Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2008-01-02,25.19455909729004,25.723915124105012,25.03718165366796,25.602307265914305,63004200
2008-01-03,25.301856994628906,25.50215628231077,24.937030729754426,25.19455643617686,49599600
2008-01-04,24.59366798400879,25.180253196776523,24.3862163839519,25.173098187761383,72090800
2008-01-07,24.75819969177246,24.894114856703624,24.500673923408904,24.71527782076633,80164300
2008-01-08,23.928394317626953,24.82973171641705,23.892627458653042,24.82973171641705,79148300
2008-01-09,24.636585235595703,24.708121676085497,23.85685577169212,23.86401078015919,74305500
2008-01-10,24.557903289794922,24.679511165406065,24.164459624378566,24.572207851413125,72446000
2008-01-11,24.25745964050293,24.493525878607382,24.121544452066388,24.421989414558876,55187900
2008-01-14,24.60081672668457,24.72957958207763,24.379060598157857,24.650890867244538,52792200
2008-01-15,24.321842193603516,24.593675311606443,24.321842193603516,24.343301769369965,61606200
2008-01-16,23.771013259887695,24.071460833161268,23.25596183646786,23.906928394918594,120778500
2008-01-17,23.685165405273438,24.178754390527168,23.585017152801832,23.992765168627784,94247800
2008-01-18,23.61363983154297,24.32183565876566,23.585027981154255,23.72094313921917,117062000
2008-01-22,22.862518310546875,23.270266396692975,22.53345893029488,22.562073501317407,108521400
2008-01-23,22.841062545776367,22.92690354428591,22.204403243227986,22.519155390320407,137597400
2008-01-24,23.785324096679688,23.864012823538168,22.97697998736495,23.14150972132522,155640400
2008-01-25,23.563568115234375,25.037186351443417,23.513493960838428,24.965652624831137,196992300
2008-01-28,23.406192779541016,23.678023116869042,23.191586147452906,23.620796682792445,81019000
2008-01-29,23.32035255432129,23.527804207932324,23.14151548648497,23.499189622157612,68023000
2008-01-30,23.034208297729492,23.46341604629364,22.9269049961703,23.29173403840251,106432600
2008-01-31,23.32035255432129,23.42050360453279,22.690846675881605,22.826763229474402,103642200
2008-02-01,21.7823543548584,23.785328871995926,21.639284161740655,22.218715851472403,291138900
2008-02-04,21.59636116027832,21.975494808828262,21.539133362511254,21.810965060800235,119998600
2008-02-05,20.795164108276367,21.41751740776463,20.66640126256032,21.39605647867266,137534100
2008-02-06,20.4017276763916,20.99546653133847,20.23719794458639,20.945392383781943,138315600
2008-02-07,20.1155948638916,20.587724634323507,19.95821736413523,20.27297099922937,164964900
2008-02-08,20.43033790588379,20.802319182563952,20.201426770824607,20.237194988438848,124872000
2008-02-11,20.179973602294922,20.466113995598125,19.965369671736035,20.401732543546757,156814100
2008-02-12,20.272966384887695,20.47326435516105,20.108436640244385,20.337347826603477,84365900
2008-02-13,20.71647834777832,20.780859779799272,20.408879840189222,20.473261272210173,88986200
2008-02-14,20.38742446899414,20.773713166485418,20.35880988499399,20.65925619490327,69113500
2008-02-15,20.330190658569336,20.487566730815793,20.20858144133678,20.251501940237077,68166100
2008-02-19,20.22965431213379,20.710799853341502,20.15784127902285,20.682074092209255,68261200
2008-02-20,20.265567779541016,20.29429355149663,20.050129968754675,20.21529904833888,93056200
2008-02-21,20.17938804626465,20.79697691856319,20.078849239832916,20.552814767937154,98776500
2008-02-22,19.877771377563477,20.38764129533179,19.53307047233535,20.279922433662954,125705400
2008-02-25,19.992673873901367,20.27992465978965,19.73414748174202,19.856229236959514,109974300
2008-02-26,20.380455017089844,20.72515721020788,19.87058522036082,19.920853919224886,108923500
2008-02-27,20.294282913208008,20.595896512034773,20.17938262505681,20.244014208356795,75199500
2008-02-28,20.05730628967285,20.301469810062326,19.963948924378133,20.121937890347706,83002900
2008-02-29,19.53307342529297,19.985493260585542,19.403810223860848,19.884955823791604,117411400
2008-03-03,19.38226890563965,19.669519747961008,19.296094337803268,19.561800853305506,76544300
2008-03-04,19.81313705444336,19.841861441058207,19.360715980214334,19.403804614715778,86925600
2008-03-05,20.193750381469727,20.40200669040497,19.89213670978573,19.928042544861523,106489800
2008-03-06,19.79877471923828,20.22965148803296,19.74850601399414,20.15065702566675,91127700
2008-03-07,20.01422119140625,20.157845920982428,19.619250103201765,19.63361298707538,77597600
2008-03-10,20.143476486206055,20.294283978394613,19.928038777044744,19.98548892413573,72175100
2008-03-11,21.02678108215332,21.069868363773228,20.380465009254763,20.39482789303473,98740700
2008-03-12,20.559993743896484,21.17758395300852,20.495363516396637,21.134496678102032,75993800
2008-03-13,20.552810668945312,20.818517090040697,20.222471290356978,20.495360520893374,84552200
2008-03-14,20.07884979248047,20.832884697733117,19.849049148116954,20.624627007703754,105214900
2008-03-17,20.32301139831543,20.63180649863198,19.59052225608239,19.604883767707538,84490100
2008-03-18,21.12731170654297,21.17039897424873,20.588716066202533,20.588716066202533,83695300
2008-03-19,20.552810668945312,21.249393885290036,20.552810668945312,21.09858639057896,61442100
2008-03-20,20.954957962036133,20.98368234607116,20.531262682194715,20.638981519334884,60170200
2008-03-24,20.947784423828125,21.11295346104939,20.868789940931062,21.062684742740295,48294700
2008-03-25,20.926239013671875,21.091409412035567,20.782614307350123,21.062683648939352,49149000
2008-03-26,20.50971221923828,20.87595725151097,20.380449105528047,20.847232876085876,45868100
2008-03-27,20.143476486206055,20.459452980066256,20.10757065791902,20.45227154046494,47894400
2008-03-28,20.042938232421875,20.416364857745013,19.9854880877352,20.272738811168576,49244000
2008-03-31,20.380455017089844,20.531262483401356,19.992666933196116,20.021391316953018,46780600
2008-04-01,21.184762954711914,21.213488714488804,20.559991376760728,20.703617436205946,65796200
2008-04-02,20.94060516357422,21.242218874560677,20.825704832695568,21.235037432665763,49499400
2008-04-03,20.82570457458496,21.055505233494152,20.68207847790673,20.82570457458496,38961400
2008-04-04,20.94060516357422,21.012418212803375,20.63899145258776,20.919060837889475,43860800
2008-04-07,20.94060516357422,21.249400316455592,20.847249158380308,21.220674548875937,44428600
2008-04-08,20.64616584777832,20.825697724715525,20.495359728616442,20.782610457772062,44733500
2008-04-09,20.746707916259766,20.854428162370883,20.495364327920033,20.62462615775768,45839300
2008-04-10,20.90468978881836,21.11294602990154,20.682069300777147,20.703613616635145,65591600
2008-04-11,20.308650970458984,20.83288384004563,20.258380883069183,20.732346404705677,54373700
2008-04-14,20.150659561157227,20.33019145660162,20.05730357820279,20.279922745032337,43418100
2008-04-15,20.287111282348633,20.452280355206604,20.12912365218712,20.193755266735042,34310000
2008-04-16,20.789793014526367,20.86160467338502,20.380459162546227,20.51690377987294,54107400
2008-04-17,20.98368263244629,21.069858525166108,20.753882078152568,20.911870986519013,48743300
2008-04-18,21.543825149536133,21.615638173978493,21.26375586090241,21.551006588952323,73658900
2008-04-21,21.84543800354004,21.97470116913747,21.630000307357303,21.680269011818645,54411700
2008-04-22,21.723360061645508,22.046518031938035,21.522283839050193,22.003429389419228,67387500
2008-04-23,22.58510971069336,22.59228978011378,21.759262015959877,21.866982233338653,98351500
2008-04-24,22.836456298828125,23.051894023079097,22.376855089908908,22.714374556494004,115416700
2008-04-25,21.4217472076416,21.823898298037637,21.256578181015342,21.579734793581533,145194900
2008-04-28,20.81851577758789,21.428924418232757,20.69643404945892,21.400198661157948,97473000
2008-04-29,20.56717300415039,20.753886335242992,20.430729753125494,20.682073304865895,84428900
